"1","1",50
"2","2",7
"3","3",8
"4","4",4
"5","5",6
"6","6",3
"7","7",6
"8","8",22
"9","9",11
"10","10",26
"11","11",30
"12","12",18
"13","13",3
"14","14",5
"15","15",4
"16","16",2
"17","17",3
"18","18",2
"19","19",6
"20","20",7
"21","21",12
"22","22",5
"23","23",14
"24","24",2
"25","25",6
"26","26",9
"27","27",12
"28","29",5
"29","30",6
"30","31",5
"31","32",12
"32","33",7
"33","34",12
"34","35",25
"35","36",11
"36","37",4
"37","38",26
"38","39",3
"39","41",6
"40","42",35
"41","43",7
"42","44",16
"43","45",10
"44","46",5
"45","47",2
"46","48",25
"47","49",27
"48","50",5
"49","51",2
"50","52",1
"51","53",1
"52","54",3
"53","55",1
"54","56",2
"55","57",1
"56","58",2
"57","59",6
"58","60",5
"59","61",3
"60","62",13
"61","63",6
"62","64",3
"63","65",18
"64","66",17
"65","67",8
"66","68",25
"67","69",18
"68","70",35
"69","71",19
"70","72",5
"71","73",14
"72","74",4
"73","75",10
"74","77",6
"75","78",4
"76","79",11
"77","80",21
"78","81",12
"79","82",22
"80","83",24
"81","84",23
"82","85",3
"83","86",2
"84","87",5
"85","88",2
"86","89",5
"87","90",4
"88","91",3
"89","92",6
"90","93",7
"91","94",5
"92","95",16
"93","96",4
"94","97",13
"95","98",9
"96","99",7
"97","101",4
"98","102",7
"99","103",7
"100","104",17
"101","105",8
"102","106",15
"103","107",25
"104","108",15
"105","109",5
"106","110",17
"107","111",4
"108","113",5
"109","114",30
"110","115",4
"111","116",17
"112","117",17
"113","118",4
"114","119",7
"115","120",15
"116","121",26
"117","122",8
"118","123",1
"119","124",3
"120","126",1
"121","127",3
"122","128",4
"123","130",7
"124","131",6
"125","132",6
"126","133",5
"127","134",8
"128","135",11
"129","136",2
"130","137",8
"131","138",8
"132","139",8
"133","140",36
"134","141",21
"135","142",46
"136","143",17
"137","144",6
"138","145",3
"139","146",1
"140","147",19
"141","148",7
"142","149",4
"143","151",11
"144","152",2
"145","155",8
"146","156",5
"147","157",6
"148","159",4
"149","160",3
"150","161",1
"151","162",2
"152","163",2
"153","165",2
"154","166",1
"155","167",17
"156","168",22
"157","169",22
"158","170",5
